1891-07-02,2.5
1891-09-24,3
1891-10-29,4
1891-12-10,3.5
1892-01-21,3
1892-04-07,2.5
1892-04-28,2
1892-10-20,3
1893-01-26,2.5
1893-05-04,3
1893-05-11,3.5
1893-05-18,4
1893-06-08,3
1893-06-15,2.5
1893-08-03,3
1893-08-10,4
1893-08-24,5
1893-09-14,4
1893-09-21,3.5
1893-10-05,3
1894-02-01,2.5
1894-02-22,2
1896-09-10,2.5
1896-09-24,3
1896-10-22,4
1897-01-21,3.5
1897-02-04,3
1897-04-08,2.5
1897-05-13,2
1897-09-23,2.5
1897-10-14,3
1898-04-06,4
1898-05-25,3.5
1898-06-02,3
1898-06-30,2.5
1898-09-22,3
1898-10-13,4
1899-01-19,3.5
1899-02-02,3
1899-07-13,3.5
1899-10-03,4.5
1899-10-05,5
1899-11-30,6
1900-01-11,5
1900-01-18,4.5
1900-01-25,4
1900-05-24,3.5
1900-06-14,3
1900-07-19,4
1901-01-03,5
1901-02-07,4.5
1901-02-21,4
1901-06-06,3.5
1901-06-13,3
1901-10-21,4
1902-01-23,3.5
1902-02-06,3
1902-10-02,4
1903-05-21,3.5
1903-06-18,3
1903-09-03,4
1904-04-14,3.5
1904-04-21,3
1905-03-09,2.5
1905-09-07,3
1905-09-28,4
1906-04-05,3.5
1906-05-03,4
1906-06-21,3.5
1906-09-13,4
1906-10-11,5
1906-10-19,6
1907-01-17,5
1907-04-11,4.5
1907-04-25,4
1907-08-15,4.5
1907-10-31,5.5
1907-11-04,6
1907-11-07,7
1908-01-02,6
1908-01-16,5
1908-01-23,4
1908-03-05,3.5
1908-03-19,3
1908-05-28,2.5
1909-01-14,3
1909-04-01,2.5
1909-10-07,3
1909-10-14,4
1909-10-21,5
1909-12-09,4.5
1910-01-06,4
1910-01-20,3.5
1910-02-10,3
1910-03-17,4
1910-06-02,3.5
1910-06-09,3
1910-09-29,4
1910-10-20,5
1910-12-01,4.5
1911-01-26,4
1911-02-16,3.5
1911-03-09,3
1911-09-21,4
1912-02-08,3.5
1912-05-09,3
1912-08-29,4
1912-10-17,5
1913-04-17,4.5
1913-10-01,5
1914-01-08,4.5
1914-01-22,4
1914-01-29,3
1914-07-30,4
1914-07-31,8
1914-08-01,10
1914-08-06,6
1914-08-08,5
1916-07-13,6
1917-01-18,5.5
1917-04-05,5
1919-11-06,6
1920-04-15,7
1921-04-28,6.5
1921-06-23,6
1921-07-21,5.5
1921-11-03,5
1922-02-16,4.5
1922-04-13,4
1922-06-15,3.5
1922-07-13,3
1923-07-05,4
1925-03-05,5
1925-08-06,4.5
1925-10-01,4
1925-12-03,5
1927-04-21,4.5
1929-02-07,5.5
1929-09-26,6.5
1929-10-31,6
1929-11-21,5.5
1929-12-12,5
1930-02-06,4.5
1930-03-06,4
1930-03-20,3.5
1930-05-01,3
1931-05-14,2.5
1931-07-23,3.5
1931-07-30,4.5
1931-09-21,6
1932-02-18,5
1932-03-10,4
1932-03-17,3.5
1932-04-21,3
1932-05-12,2.5
1932-06-30,2
1939-08-24,4
1939-09-28,3
1939-10-26,2
1951-11-08,2.5
1952-03-11,4
1953-09-17,3.5
1954-05-13,3
1955-01-27,3.5
1955-02-24,4.5
1956-02-16,5.5
1957-02-07,5
1957-09-19,7
1958-03-20,6
1958-05-22,5.5
1958-06-19,5
1958-08-14,4.5
1958-11-20,4
1960-01-21,5
1960-06-23,6
1960-10-27,5.5
1960-12-08,5
1961-07-26,7
1961-10-05,6.5
1961-11-02,6
1962-03-08,5.5
1962-03-22,5
1962-04-26,4.5
1963-01-03,4
1964-02-27,5
1964-11-23,7
1965-06-03,6
1966-07-14,7
1967-01-26,6.5
1967-03-16,6
1967-05-04,5.5
1967-10-19,6
1967-11-09,6.5
1967-11-18,8
1968-03-21,7.5
1968-09-19,7
1969-02-27,8
1970-03-05,7.5
1970-04-15,7
1971-04-01,6
1971-09-02,5
1972-06-22,6
1972-10-16,7.25
1972-10-30,7.5
1972-12-04,7.75
1972-12-11,8
1972-12-27,9
1973-01-22,8.75
1973-03-26,8.5
1973-04-16,8
1973-04-24,8.25
1973-05-14,8
1973-05-21,7.75
1973-06-25,7.5
1973-07-23,9
1973-07-30,11.5
1973-10-22,11.25
1973-11-13,13
1974-01-07,12.75
1974-02-04,12.5
1974-04-08,12.25
1974-04-16,12
1974-05-28,11.75
1974-09-23,11.5
1975-01-20,11.25
1975-01-27,11
1975-02-10,10.78
1975-02-17,10.5
1975-03-10,10.25
1975-03-24,10
1975-04-21,9.75
1975-05-05,10
1975-07-28,11
1975-10-06,12
1975-11-17,11.75
1975-12-01,11.5
1975-12-29,11.25
1976-01-05,11
1976-01-19,10.75
1976-01-26,10.5
1976-02-02,10
1976-02-09,9.5
1976-03-01,9.25
1976-03-08,9
1976-04-26,10.5
1976-05-24,11.5
1976-09-13,13
1976-10-07,15
1976-11-22,14.75
1976-12-20,14.5
1976-12-29,14.25
1977-01-10,14
1977-01-24,13.25
1977-01-31,12.25
1977-02-03,12
1977-03-10,11
1977-03-21,10.5
1977-03-31,9.5
1977-04-12,9.25
1977-04-18,9
1977-04-25,8.75
1977-05-02,8.25
1977-05-16,8
1977-08-08,7.5
1977-08-15,7
1977-09-12,6.5
1977-09-19,6
1977-10-10,5.5
1977-10-17,5
1977-11-28,7
1978-01-09,6.5
1978-04-12,7.5
1978-05-08,8.75
1978-05-15,9
1978-06-08,10
1978-11-09,12.5
1979-02-08,14
1979-03-01,13
1979-04-05,12
1979-06-13,14
1979-11-15,17
1980-07-03,16
1980-11-25,14
1981-03-11,12
1981-08-25,12.6875
1981-09-15,14
1981-10-12,15
1981-10-28,15.125
1981-11-06,15.0625
1981-11-09,14.625
1981-11-25,14.5625
1981-12-04,14.375
1982-01-18,14.3125
1982-01-19,14.25
1982-01-20,14.125
1982-01-21,14
1982-01-22,13.875
1982-02-22,13.8125
1982-02-25,13.625
1982-03-10,13.25
1982-04-16,13.125
1982-04-19,13
1982-04-20,13.125
1982-06-08,12.625
1982-07-09,12.5
1982-07-12,12.25
1982-07-13,12.125
1982-07-21,12.0625
1982-07-26,11.9375
1982-07-28,11.8125
1982-07-29,11.75
1982-07-30,11.625
1982-08-02,11.5625
1982-08-04,11.5
1982-08-16,11.375
1982-08-17,11.25
1982-08-24,11.125
1982-08-25,11
1982-08-26,10.875
1982-08-27,10.625
1982-09-27,10.5
1982-09-28,10.375
1982-09-29,10.25
1982-09-30,10.125
1982-10-12,9.625
1982-11-01,9.375
1982-11-02,9.125
1982-11-26,10
1983-01-12,11
1983-03-15,10.5625
1983-04-13,10.3125
1983-04-14,10.0625
1983-06-13,9.8125
1983-06-14,9.5625
1983-08-09,9.4375
1983-08-10,9.5625
1983-10-03,9.0625
1984-03-07,8.8125
1984-03-14,8.5625
1984-05-10,9.0625
1984-06-29,8.875
1984-07-06,10
1984-07-11,12
1984-08-08,11.5
1984-08-09,11
1984-08-16,10.75
1984-08-17,10.5
1984-11-05,10
1984-11-19,9.75
1984-11-23,9.5
1985-01-14,11.875
1985-01-28,13.875
1985-03-20,13.375
1985-03-28,12.875
1985-04-19,12.375
1985-07-11,11.875
1985-07-26,11.375
1986-01-15,12.375
1986-03-19,11.375
1986-04-11,10.875
1986-04-18,10.375
1986-05-23,9.785
1986-10-15,10.875
1987-03-09,10.375
1987-03-18,9.875
1987-04-28,9.375
1987-05-08,8.875
1987-08-06,9.875
1987-10-23,9.375
1987-11-04,8.875
1987-12-03,8.375
1988-02-01,8.875
1988-03-17,8.375
1988-04-08,7.875
1988-05-17,7.375
1988-06-03,7.875
1988-06-10,8.375
1988-06-24,8.875
1988-07-07,9.875
1988-07-21,10.375
1988-08-08,10.875
1988-08-25,11.875
1988-11-25,12.875
1989-05-25,13.75
1989-08-31,13.8438
1989-09-04,13.875
1989-09-08,13.75
1989-10-06,14.785
1990-10-08,13.875
1991-02-13,13.375
1991-02-27,12.875
1991-03-22,12.375
1991-04-12,11.875
1991-05-24,11.375
1991-07-12,10.875
1991-09-04,10.375
1992-05-05,9.875
1992-09-22,8.875
1992-10-16,7.875
1992-11-13,6.875
1993-01-26,5.875
1993-11-23,5.375
1994-02-08,5.125
1994-09-13,5.625
1994-12-07,6.125
1995-02-02,6.625
1995-12-13,6.375
1996-01-19,6.125
1996-03-08,5.9375
1996-06-06,5.6875
1996-10-30,5.9375
1997-05-06,6.25
1997-06-06,6.5
1997-07-10,6.75
1997-08-07,7
1997-11-06,7.25
1998-06-04,7.5
1998-10-08,7.25
1998-11-05,6.75
1998-12-10,6.25
1999-01-07,6
1999-02-04,5.5
1999-04-08,5.25
1999-06-10,5
1999-09-08,5.25
1999-11-04,5.5
2000-01-13,5.75
2000-02-10,6
2001-02-08,5.75
2001-04-05,5.5
2001-05-10,5.25
2001-08-02,5
2001-09-18,4.75
2001-10-04,4.5
2001-11-08,4
2003-02-06,3.75
2003-07-10,3.5
2003-11-06,3.75
